access,area,bridge,from,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,uid
,,,"197558521",residential,,"0",,"293.655",,"['Josephine Street', 'Ringgold Street']",False,"[200037827, 19062445]",,,"197466261",,,"27090"
,,,"197471081",residential,,"0",,"232.956",,Carmalt Street,False,"93389449",,,"197466262",,,"27093"
,,,"197466263",residential,,"0","2","93.505",,Young Street,False,"287653928",,,"197466262",,,"27092"
,,,"197466194",residential,,"0","1","1204.799",,Fairview Park Road,True,"19063185",,,"197538464",,,"27077"
,,,"197466194",residential,,"0","1","1204.799",,Fairview Park Road,True,"19063185",,,"197538464",,,"27073"
,,,"197466256",residential,,"0",,"49.481",,Young Street,False,"89132245",,,"197466254",,,"27080"
,,,"197466194",residential,,"0","1","1204.799",,Fairview Park Road,True,"19063185",,,"197538464",,,"27078"
,,,"2206248842",residential,,"0","['1', '2']","126.719",,Young Street,False,"[210544075, 19055276]",,,"197466260",,,"27083"
,,,"197466261",residential,,"0","2","57.407",,Young Street,False,"19055276",,,"197466260",,,"27082"
,,,"197471078",residential,,"0",,"235.766",,Slack Street,False,"19059228",,,"197466260",,,"27085"
,,,"197471078",residential,,"0",,"235.766",,Slack Street,False,"19059228",,,"197466260",,,"27084"
,,,"197554278",residential,,"0",,"57.235",,Southern Avenue,False,"19062232",,,"197466266",,,"27103"
,,,"197466266",residential,,"0","2","179.13",,Young Street,False,"287653928",,,"197466264",,,"27102"
,,,"197554274",residential,,"0",,"226.499",,Southern Avenue,False,"19062232",,,"197466266",,,"27105"
,,,"197554274",residential,,"0",,"226.499",,Southern Avenue,False,"19062232",,,"197466266",,,"27104"
,,,"197570309",residential,,"0","2","95.944",,Union Street,False,"19063280",,,"197466355",,,"27127"
,,,"5133535530",residential,,"0",,"82.736",,Savoy Place,False,"19055284",,,"197466355",,,"27126"
,,,"387550182",residential,,"0","2","139.328",,"['Borrman Avenue', 'Union Street']",False,"[19063280, 197894714]",,,"197466355",,,"27129"
,,,"387550182",residential,,"0","2","139.328",,"['Borrman Avenue', 'Union Street']",False,"[19063280, 197894714]",,,"197466355",,,"27128"
yes,,,"197558522",tertiary,,"0","2","90.881",25 mph,Dorchester Avenue,False,"59339780",,,"197466263",,,"27095"
,,,"197471081",residential,,"0",,"232.956",,Carmalt Street,False,"93389449",,,"197466262",,,"27094"
yes,,,"197573948",tertiary,,"0","2","114.15",25 mph,Dorchester Avenue,False,"59339780",,,"197466263",,,"27097"
,,,"197466264",residential,,"0","2","76.867",,Young Street,False,"287653928",,,"197466263",,,"27096"
,,,"197567914",residential,,"0",,"225.10000000000002",,Bodmann Avenue,False,"19069434",,,"197466264",,,"27099"
,,,"197573950",residential,,"0",,"112.754",,Bodmann Avenue,False,"19069434",,,"197466264",,,"27098"
,,,"197466266",residential,,"0","2","179.13",,Young Street,False,"287653928",,,"197466264",,,"27101"
,,,"197567914",residential,,"0",,"225.10000000000002",,Bodmann Avenue,False,"19069434",,,"197466264",,,"27100"
yes,,,"197490648",tertiary,,"0","2","452.797",35 mph,Clinton Springs Avenue,False,"19056749",,,"197467119",,,"27293"
,,,"197467128",residential,,"0",,"438.241",,Wess Park Drive,False,"19055325",,,"197467119",,,"27292"
yes,,,"197490648",tertiary,,"0","2","452.797",35 mph,Clinton Springs Avenue,False,"19056749",,,"197467119",,,"27295"
yes,,,"197490648",tertiary,,"0","2","452.797",35 mph,Clinton Springs Avenue,False,"19056749",,,"197467119",,,"27294"
yes,,,"197490648",tertiary,,"0","2","452.797",35 mph,Clinton Springs Avenue,False,"19056749",,,"197467119",,,"27297"
yes,,,"197490648",tertiary,,"0","2","452.797",35 mph,Clinton Springs Avenue,False,"19056749",,,"197467119",,,"27296"
,,,"1912418294",residential,,"0",,"467.10900000000004",,Springhouse Lane,False,"19070841",,,"197467119",,,"27299"
,,,"1912418294",residential,,"0",,"467.10900000000004",,Springhouse Lane,False,"19070841",,,"197467119",,,"27298"
,,,"197466939",residential,,"0","2","200.173",,Eveningstar Lane,False,"19055313",,,"197466929",,,"27217"
,,,"197492306",residential,,"0","2","46.962",,Morrison Avenue,False,"19070617",,,"197466929",,,"27216"
,,,"197583915",residential,,"0","2","60.215999999999994",,Morrison Avenue,False,"19070617",,,"197466929",,,"27219"
,,,"197466939",residential,,"0","2","200.173",,Eveningstar Lane,False,"19055313",,,"197466929",,,"27218"
,,,"197467128",residential,,"0",,"438.241",,Wess Park Drive,False,"19055325",,,"197467119",,,"27289"
yes,,,"197490686",tertiary,,"0","2","106.148",35 mph,Clinton Springs Avenue,False,"19056749",,,"197467119",,,"27288"
,,,"197467128",residential,,"0",,"438.241",,Wess Park Drive,False,"19055325",,,"197467119",,,"27291"
,,,"197467128",residential,,"0",,"438.241",,Wess Park Drive,False,"19055325",,,"197467119",,,"27290"
yes,,,"197451027",tertiary,,"0","['3', '4']","149.009",30 mph,Burnet Avenue,False,"[544520137, 236412035]",,,"197451026",,,"21568"
yes,,,"197451027",tertiary,,"0","['3', '4']","149.009",30 mph,Burnet Avenue,False,"[544520137, 236412035]",,,"197451026",,,"21567"
,,,"197656016",residential,,"0",,"257.587",,Rockdale Avenue,False,"19070254",,,"197451027",,,"21570"
,,,"197656016",residential,,"0",,"257.587",,Rockdale Avenue,False,"19070254",,,"197451027",,,"21569"
,,,"439041743",residential,,"0",,"53.7",,Rockdale Avenue,False,"213355349",,,"197451027",,,"21572"
,,,"197656016",residential,,"0",,"257.587",,Rockdale Avenue,False,"19070254",,,"197451027",,,"21571"
,,,"197554893",tertiary,,"0","2","60.925",30 mph,Forest Avenue,False,"233369375",,,"197451028",,,"21574"
yes,,,"197451028",tertiary,,"0","2","126.977",30 mph,Burnet Avenue,False,"213355356",,,"197451027",,,"21573"
yes,,,"197451026",tertiary,,"0","['5', '4']","101.01599999999999",25 mph,Burnet Avenue,False,"[544520120, 223417850, 544520111]",,,"197451025",,,"21560"
,,,"197660337",residential,,"0",,"247.57999999999996",,Hearne Avenue,False,"19070606",,,"197451025",,,"21559"
,,,"197567936",residential,,"0",,"253.779",,Northern Avenue,False,"19063117",,,"197451026",,,"21562"
yes,,,"357481443",tertiary,,"0","['5', '4']","110.033",25 mph,Burnet Avenue,False,"[544520101, 290604925, 544520095]",,,"197451025",,,"21561"
,,,"197567936",residential,,"0",,"253.779",,Northern Avenue,False,"19063117",,,"197451026",,,"21564"
,,,"197567936",residential,,"0",,"253.779",,Northern Avenue,False,"19063117",,,"197451026",,,"21563"
,,,"1819928677",residential,,"0","4","184.368",25 mph,Northern Avenue,False,"[236412032, 544520129]",,,"197451026",,,"21566"
,,,"1819928677",residential,,"0","4","184.368",25 mph,Northern Avenue,False,"[236412032, 544520129]",,,"197451026",,,"21565"
,,,"197451033",residential,,"0",,"221.168",,Burnet Avenue,False,"19054354",,,"197451032",,,"21584"
,,,"197451033",residential,,"0",,"221.168",,Burnet Avenue,False,"19054354",,,"197451032",,,"21583"
,,,"197471085",residential,,"0",,"87.929",,Earnshaw Avenue,False,"19065868",,,"197451032",,,"21586"
,,,"197509478",residential,,"0",,"68.603",,Earnshaw Avenue,False,"19065868",,,"197451032",,,"21585"
yes,,,"197653475",residential,,"0",,"60.172",25 mph,McGregor Avenue,False,"19070418",,,"197451033",,,"21588"
,,,"197451034",residential,,"0",,"108.261",,Burnet Avenue,False,"19054354",,,"197451033",,,"21587"
,,,"197497419",residential,,"0",,"76.394",,Cumberland Street,False,"19057441",,,"197451034",,,"21590"
yes,,,"197471088",residential,,"0",,"86.74199999999999",25 mph,McGregor Avenue,False,"19070418",,,"197451033",,,"21589"
,,,"197640082",tertiary,,"0","2","253.995",,Forest Avenue,False,"236413034",,,"197451028",,,"21576"
,,,"197640082",tertiary,,"0","2","253.995",,Forest Avenue,False,"236413034",,,"197451028",,,"21575"
,,,"197451032",residential,,"0",,"329.591",,Burnet Avenue,False,"19054354",,,"197451030",,,"21578"
,,,"197640082",tertiary,,"0","2","253.995",,Forest Avenue,False,"236413034",,,"197451028",,,"21577"
,,,"197451032",residential,,"0",,"329.591",,Burnet Avenue,False,"19054354",,,"197451030",,,"21580"
,,,"197451032",residential,,"0",,"329.591",,Burnet Avenue,False,"19054354",,,"197451030",,,"21579"
yes,,,"197471083",tertiary,,"0","['2', '3']","87.104",25 mph,Dorchester Avenue,False,"[566301996, 214784029]",,,"197451030",,,"21582"
yes,,,"197509489",tertiary,,"0","2","93.712",25 mph,Dorchester Avenue,False,"566301996",,,"197451030",,,"21581"
,,,"197538851",residential,,"0",,"156.96200000000002",,Ridgeway Avenue,False,"19067507",,,"197451042",,,"21600"
,,,"197588005",residential,,"0",,"220.002",,Hickman Avenue,False,"19064322",,,"197451040",,,"21599"
,,,"197451048",residential,,"0","4","84.826",,Harvey Avenue,False,"19054355",,,"197451046",,,"21602"
,,,"197538851",residential,,"0",,"156.96200000000002",,Ridgeway Avenue,False,"19067507",,,"197451042",,,"21601"
,,,"5263594401",residential,,"0",,"186.411",,Kasota Street,False,"19059525",,,"197451046",,,"21604"
,,,"5263594401",residential,,"0",,"186.411",,Kasota Street,False,"19059525",,,"197451046",,,"21603"
,,,"197596441",residential,,"0",,"139.421",,Hale Avenue,False,"19067490",,,"197451048",,,"21606"
,,,"197451050",residential,,"0","4","45.232",,Harvey Avenue,False,"19054355",,,"197451048",,,"21605"
,,,"197471089",residential,,"0",,"89.135",,Helen Street,False,"19062417",,,"197451034",,,"21592"
,,,"197557146",residential,,"0",,"85.774",,Helen Street,False,"19062417",,,"197451034",,,"21591"
,,,"197451040",residential,,"0","4","176.144",,Harvey Avenue,False,"19054355",,,"197451038",,,"21594"
,,,"197451040",residential,,"0","4","176.144",,Harvey Avenue,False,"19054355",,,"197451038",,,"21593"
,,,"2880570431",unclassified,,"0","3","207.03199999999998",,Goodman Street,False,"[19059050, 544519998]",,,"197451038",,,"21596"
,,,"2880570431",unclassified,,"0","3","207.03199999999998",,Goodman Street,False,"[19059050, 544519998]",,,"197451038",,,"21595"
,,,"197588005",residential,,"0",,"220.002",,Hickman Avenue,False,"19064322",,,"197451040",,,"21598"
,,,"197451042",residential,,"0","4","88.394",,Harvey Avenue,False,"19054355",,,"197451040",,,"21597"
,,,"197629690",residential,,"0",,"217.459",,Rockdale Avenue,False,"213355349",,,"197451057",,,"21616"
,,,"197629690",residential,,"0",,"217.459",,Rockdale Avenue,False,"213355349",,,"197451057",,,"21615"
,,,"197451059",residential,,"0","2","127.501",30 mph,Harvey Avenue,False,"236412034",,,"197451057",,,"21618"
,,,"439041743",residential,,"0",,"132.994",,Rockdale Avenue,False,"213355349",,,"197451057",,,"21617"
,,,"197629691",tertiary,,"0","2","215.08700000000002",30 mph,Forest Avenue,False,"233369375",,,"197451059",,,"21620"
,,,"197629691",tertiary,,"0","2","215.08700000000002",30 mph,Forest Avenue,False,"233369375",,,"197451059",,,"21619"
,,,"413265067",residential,,"0",,"139.329",30 mph,Washington Avenue,False,"77518936",,,"197451098",,,"21622"
,,,"197554893",tertiary,,"0","2","128.93699999999998",30 mph,Forest Avenue,False,"233369375",,,"197451059",,,"21621"
,,,"197451052",residential,,"0","['5', '4']","115.23499999999999",,Harvey Avenue,False,"[544520058, 19054355]",,,"197451050",,,"21608"
,,,"197596441",residential,,"0",,"139.421",,Hale Avenue,False,"19067490",,,"197451048",,,"21607"
,,,"5263594406",residential,,"0",,"187.327",,Catherine Avenue,False,"229210275",,,"197451050",,,"21610"
,,,"5263594406",residential,,"0",,"187.327",,Catherine Avenue,False,"229210275",,,"197451050",,,"21609"
,,,"357481443",residential,,"0","['5', '4']","186.51600000000002",,Erkenbrecher Avenue,False,"[544520048, 544520044, 544520053]",,,"197451052",,,"21612"
,,,"357481443",residential,,"0","['5', '4']","186.51600000000002",,Erkenbrecher Avenue,False,"[544520048, 544520044, 544520053]",,,"197451052",,,"21611"
,,,"197574791",residential,,"0",,"118.52799999999999",,Maple Avenue,False,"19063529",,,"197451054",,,"21614"
,,,"197451054",residential,,"0","4","87.072",,Harvey Avenue,False,"544520063",,,"197451052",,,"21613"
,,,"197454299",residential,,"0",,"187.42300000000003",,Rose Hill Avenue,False,"19054571",,,"197454279",,,"23045"
,,,"197453856",residential,,"0",,"79.141",,Kottmann Street,False,"19054524",,,"197453854",,,"22855"
,,,"1912418357",residential,,"0",,"65.963",,Rose Hill Avenue,False,"19054571",,,"197454279",,,"23047"
,,,"197454299",residential,,"0",,"187.42300000000003",,Rose Hill Avenue,False,"19054571",,,"197454279",,,"23046"
,,,"197454321",residential,,"0",,"561.524",,Beechwood Avenue,False,"113543795",,,"197454279",,,"23049"
,,,"197454321",residential,,"0",,"561.524",,Beechwood Avenue,False,"113543795",,,"197454279",,,"23048"
,,,"197454321",residential,,"0",,"561.524",,Beechwood Avenue,False,"113543795",,,"197454279",,,"23051"
,,,"197454321",residential,,"0",,"561.524",,Beechwood Avenue,False,"113543795",,,"197454279",,,"23050"
,,,"197490902",residential,,"0",,"558.6000000000001",,Gholson Avenue,False,"19056756",,,"197451098",,,"21624"
,,,"413265067",residential,,"0",,"139.329",30 mph,Washington Avenue,False,"77518936",,,"197451098",,,"21623"
,,,"197490902",residential,,"0",,"558.6000000000001",,Gholson Avenue,False,"19056756",,,"197451098",,,"21626"
,,,"197490902",residential,,"0",,"558.6000000000001",,Gholson Avenue,False,"19056756",,,"197451098",,,"21625"
,,,"197490902",residential,,"0",,"558.6000000000001",,Gholson Avenue,False,"19056756",,,"197451098",,,"21628"
,,,"197490902",residential,,"0",,"558.6000000000001",,Gholson Avenue,False,"19056756",,,"197451098",,,"21627"
,,,"197468406",tertiary,,"0","2","56.926",30 mph,West McMicken Avenue,False,"213530551",,,"197453854",,,"22854"
,,,"197490902",residential,,"0",,"558.6000000000001",,Gholson Avenue,False,"19056756",,,"197451098",,,"21629"
,,,"197632765",residential,,"0",,"177.554",,Red Bud Place,False,"19070407",,,"197454317",,,"23063"
,,,"197632749",residential,,"0",,"124.38099999999999",,Red Bud Avenue,False,"19067946",,,"197454303",,,"23061"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23067"
,,,"197632765",residential,,"0",,"177.554",,Red Bud Place,False,"19070407",,,"197454317",,,"23064"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23069"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23068"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23071"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23070"
,,,"197454321",residential,,"0",,"561.524",,Beechwood Avenue,False,"113543795",,,"197454279",,,"23053"
,,,"197454321",residential,,"0",,"561.524",,Beechwood Avenue,False,"113543795",,,"197454279",,,"23052"
,,,"197614804",residential,,"0",,"276.252",,Betula Avenue,False,"19066115",,,"197454299",,,"23055"
,,,"197454303",residential,,"0",,"130.09",,Rose Hill Avenue,False,"19054571",,,"197454299",,,"23054"
,,,"197614804",residential,,"0",,"276.252",,Betula Avenue,False,"19066115",,,"197454299",,,"23057"
,,,"197614804",residential,,"0",,"276.252",,Betula Avenue,False,"19066115",,,"197454299",,,"23056"
,,,"197632765",residential,,"0",,"114.973",,Red Bud Avenue,False,"19067946",,,"197454303",,,"23060"
,,,"197454317",residential,,"0",,"177.607",,Rose Hill Avenue,False,"19054571",,,"197454303",,,"23059"
yes,,,"197588005",primary,,"0","5","24.532",35 mph,Reading Road,False,"561588289",US 42,,"197456492",,,"23841"
yes,,,"197456497",residential,,"0","2","206.986",25 mph,Whittier Street,False,"19054709",,,"197456492",,,"23840"
yes,,,"197570309",primary,,"0","['5', '4']","154.918",35 mph,Reading Road,False,"[561588289, 561588291, 561588292, 561588294]",US 42,,"197456492",,,"23843"
yes,,,"197570309",primary,,"0","['5', '4']","154.918",35 mph,Reading Road,False,"[561588289, 561588291, 561588292, 561588294]",US 42,,"197456492",,,"23842"
,,,"197607019",residential,,"0",,"194.297",,Van Buren Avenue,False,"341860785",,,"197456497",,,"23845"
yes,,,"197456498",residential,,"0","2","128.546",25 mph,Whittier Street,False,"19054709",,,"197456497",,,"23844"
,,,"197568043",residential,,"0",,"46.615",,Wehrman Avenue,False,"19063123",,,"197456498",,,"23847"
,,,"197607019",residential,,"0",,"194.297",,Van Buren Avenue,False,"341860785",,,"197456497",,,"23846"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23073"
,,,"1912418357",residential,,"0",,"703.628",,Rose Hill Avenue,False,"19054574",,,"197454321",,,"23072"
,,,"197456380",residential,,"0",,"74.816",,Irwin Place,False,"19054699",,,"197456378",,,"23798"
,,,"197589829",residential,,"0",,"55.492999999999995",,Beechwood Avenue,False,"113543800",,,"197454321",,,"23074"
,,,"197640080",residential,,"0",,"188.47",,Eden Avenue,False,"19070785",,,"197456378",,,"23800"
,,,"197662717",residential,,"0",,"68.936",,Eden Avenue,False,"19070785",,,"197456378",,,"23799"
yes,,,"197456497",residential,,"0","2","206.986",25 mph,Whittier Street,False,"19054709",,,"197456492",,,"23839"
,,,"197640080",residential,,"0",,"188.47",,Eden Avenue,False,"19070785",,,"197456378",,,"23801"
yes,,,"1082594344",residential,,"0",,"380.24799999999993",25 mph,Dorsey Street,False,"19054818",,,"197458110",,,"24349"
yes,,,"1082594344",residential,,"0",,"380.24799999999993",25 mph,Dorsey Street,False,"19054818",,,"197458110",,,"24348"
yes,,,"1082594344",residential,,"0",,"380.24799999999993",25 mph,Dorsey Street,False,"19054818",,,"197458110",,,"24351"
yes,,,"1082594344",residential,,"0",,"380.24799999999993",25 mph,Dorsey Street,False,"19054818",,,"197458110",,,"24350"
,,,"197466262",residential,,"0","2","91.71",,Young Street,False,"287653928",,,"197458949",,,"24623"
,,,"197466261",residential,,"0","1","114.571",,Young Street,False,"287653927",,,"197458949",,,"24622"
,,,"197458955",residential,,"0",,"234.764",,Channing Street,False,"19054869",,,"197458949",,,"24625"
,,,"197458955",residential,,"0",,"234.764",,Channing Street,False,"19054869",,,"197458949",,,"24624"
,,,"197457805",residential,,"0",,"194.339",,Norwich Lane,False,"19062566",,,"197456808",,,"23967"
,,,"197456809",residential,,"0",,"93.694",,Baxter Avenue,False,"19054732",,,"197456808",,,"23966"
,,,"197457805",residential,,"0",,"281.48999999999995",,Bonfield Drive,False,"19054789",,,"197456809",,,"23969"
,,,"197457805",residential,,"0",,"194.339",,Norwich Lane,False,"19062566",,,"197456808",,,"23968"
,,,"197457805",residential,,"0",,"281.48999999999995",,Bonfield Drive,False,"19054789",,,"197456809",,,"23971"
,,,"197457805",residential,,"0",,"281.48999999999995",,Bonfield Drive,False,"19054789",,,"197456809",,,"23970"
,,,"197457998",residential,,"0",,"95.494",,Kessler Avenue,False,"19054798",,,"197457984",,,"24298"
,,,"197558892",residential,,"0",,"61.291",,Norwich Lane,False,"19062566",,,"197457805",,,"24234"
,,,"197441509",residential,,"0",,"285.157",,Evanswood Place,False,"19053764",,,"197441483",,,"18145"
,,,"197441509",residential,,"0",,"285.157",,Evanswood Place,False,"19053764",,,"197441483",,,"18144"
,,,"197441495",residential,,"0",,"98.231",,Evanswood Place,False,"19053762",,,"197441483",,,"18147"
,,,"197441509",residential,,"0",,"285.157",,Evanswood Place,False,"19053764",,,"197441483",,,"18146"
,,,"389149047",residential,,"0",,"251.35",,"['Evanswood Place', 'Morrison Place']",False,"[19051923, 19053764]",,,"197441483",,,"18149"
,,,"389149047",residential,,"0",,"251.35",,"['Evanswood Place', 'Morrison Place']",False,"[19051923, 19053764]",,,"197441483",,,"18148"
,,,"197441517",residential,,"0","2","26.361",,Cornell Place,False,"19065998",,,"197441509",,,"18151"
,,,"389149047",residential,,"0",,"251.35",,"['Evanswood Place', 'Morrison Place']",False,"[19051923, 19053764]",,,"197441483",,,"18150"
yes,,,"652382804",secondary,,"0","['6', '5', '4']","572.182",35 mph,Clifton Avenue,False,"[79630444, 546760718, 546760725, 546760729, 547073661, 547073662, 547073663]",,,"197438784",,,"17192"
yes,,,"652382804",secondary,,"0","['6', '5', '4']","572.182",35 mph,Clifton Avenue,False,"[79630444, 546760718, 546760725, 546760729, 547073661, 547073662, 547073663]",,,"197438784",,,"17191"
yes,,,"652382804",secondary,,"0","['6', '5', '4']","572.182",35 mph,Clifton Avenue,False,"[79630444, 546760718, 546760725, 546760729, 547073661, 547073662, 547073663]",,,"197438784",,,"17194"
yes,,,"652382804",secondary,,"0","['6', '5', '4']","572.182",35 mph,Clifton Avenue,False,"[79630444, 546760718, 546760725, 546760729, 547073661, 547073662, 547073663]",,,"197438784",,,"17193"
yes,,,"197439965",residential,,"0",,"343.38300000000004",25 mph,Goethe Street,False,"19053691",,,"197439956",,,"17586"
yes,,,"197439965",residential,,"0",,"343.38300000000004",25 mph,Goethe Street,False,"19053691",,,"197439956",,,"17585"
yes,,,"197496459",tertiary,,"0","2","51.846",25 mph,Sycamore Street,False,"214785362",,,"197439965",,,"17590"
yes,,,"197458110",tertiary,,"0","2","51.642",25 mph,Sycamore Street,False,"214785362",,,"197439965",,,"17589"
,,,"197441934",residential,,"0",,"305.44499999999994",,Ehrman Avenue,False,"19053838",,,"197441923",,,"18281"
,,,"197613105",residential,,"0","2","330.978",,Cornell Place,False,"19065998",,,"197441517",,,"18160"
,,,"197441934",residential,,"0",,"305.44499999999994",,Ehrman Avenue,False,"19053838",,,"197441923",,,"18283"
,,,"197441934",residential,,"0",,"305.44499999999994",,Ehrman Avenue,False,"19053838",,,"197441923",,,"18282"
,,,"197640052",residential,,"0",,"281.2",,Lossing Street,False,"19071947",,,"197441923",,,"18285"
,,,"197640052",residential,,"0",,"281.2",,Lossing Street,False,"19071947",,,"197441923",,,"18284"
,,,"197441938",residential,,"0",,"96.795",,Ehrman Avenue,False,"19053838",,,"197441934",,,"18287"
,,,"197640052",residential,,"0",,"281.2",,Lossing Street,False,"19071947",,,"197441923",,,"18286"
,,,"197441514",residential,,"0",,"90.975",,Evanswood Place,False,"19053765",,,"197441513",,,"18153"
,,,"197613116",residential,,"0","2","71.65899999999999",,Cornell Place,False,"19065998",,,"197441509",,,"18152"
,,,"197492254",residential,,"0","2","171.947",,Whitfield Avenue,False,"19061567",,,"197441514",,,"18155"
,,,"197492554",residential,,"0","2","60.246",,Middleton Avenue,False,"19059682",,,"197441513",,,"18154"
,,,"197441517",residential,,"0",,"110.021",,Evanswood Place,False,"19053765",,,"197441514",,,"18157"
,,,"197492254",residential,,"0","2","171.947",,Whitfield Avenue,False,"19061567",,,"197441514",,,"18156"
,,,"197613105",residential,,"0","2","330.978",,Cornell Place,False,"19065998",,,"197441517",,,"18159"
,,,"197613105",residential,,"0","2","330.978",,Cornell Place,False,"19065998",,,"197441517",,,"18158"
,,,"197640082",residential,,"0",,"317.942",,Wilson Avenue,False,"19071896",,,"197441946",,,"18297"
,,,"197640082",residential,,"0",,"317.942",,Wilson Avenue,False,"19071896",,,"197441946",,,"18296"
,,,"197558746",residential,,"0","2","341.53000000000003",25 mph,Loth Street,False,"19064087",,,"197443172",,,"18741"
,,,"197640082",residential,,"0",,"317.942",,Wilson Avenue,False,"19071896",,,"197441946",,,"18298"
,,,"197558746",residential,,"0","2","341.53000000000003",25 mph,Loth Street,False,"19064087",,,"197443172",,,"18743"
,,,"197558746",residential,,"0","2","341.53000000000003",25 mph,Loth Street,False,"19064087",,,"197443172",,,"18742"
,,,"197584029",residential,,"0","2","217.293",25 mph,Loth Street,False,"19064087",,,"197443172",,,"18745"
,,,"197558746",residential,,"0","2","341.53000000000003",25 mph,Loth Street,False,"19064087",,,"197443172",,,"18744"
,,,"197456808",residential,,"0",,"237.94000000000003",,"['Baxter Avenue', 'Norwich Avenue']",False,"[19054732, 19063239]",,,"197441934",,,"18289"
,,,"197456808",residential,,"0",,"237.94000000000003",,"['Baxter Avenue', 'Norwich Avenue']",False,"[19054732, 19063239]",,,"197441934",,,"18288"
,,,"197441946",residential,,"0",,"228.868",,Ehrman Avenue,False,"19053838",,,"197441938",,,"18291"
,,,"197441946",residential,,"0",,"228.868",,Ehrman Avenue,False,"19053838",,,"197441938",,,"18290"
,,,"197469073",residential,,"0",,"173.841",,Haven Street,False,"19065658",,,"197441938",,,"18293"
,,,"197469073",residential,,"0",,"173.841",,Haven Street,False,"19065658",,,"197441938",,,"18292"
,,,"197456809",residential,,"0",,"153.786",,"['Wilson Avenue', 'Baxter Avenue']",False,"[19071896, 19054732]",,,"197441946",,,"18295"
,,,"197456809",residential,,"0",,"153.786",,"['Wilson Avenue', 'Baxter Avenue']",False,"[19071896, 19054732]",,,"197441946",,,"18294"
,,,"197444199",residential,,"0",,"299.71299999999997",,Prospect Place,False,"19053975",,,"197444193",,,"19143"
,,,"197444199",residential,,"0",,"299.71299999999997",,Prospect Place,False,"19053975",,,"197444193",,,"19142"
,,,"1819928677",residential,,"0",,"41.996",,Harvey Avenue,False,"236412033",,,"197444193",,,"19145"
,,,"197444199",residential,,"0",,"299.71299999999997",,Prospect Place,False,"19053975",,,"197444193",,,"19144"
,,,"197444201",residential,,"0",,"225.538",,Prospect Place,False,"19053975",,,"197444199",,,"19147"
,,,"197451054",residential,,"0","['5', '4']","76.007",,Harvey Avenue,False,"[544520073, 544520067]",,,"197444193",,,"19146"
,,,"197574796",residential,,"0",,"66.142",,Knott Street,False,"19071357",,,"197444199",,,"19149"
,,,"197444201",residential,,"0",,"225.538",,Prospect Place,False,"19053975",,,"197444199",,,"19148"
,,,"197443503",residential,,"0",,"110.419",,Wood Avenue,False,"19053940",,,"197443501",,,"18840"
,,,"197584029",residential,,"0","2","217.293",25 mph,Loth Street,False,"19064087",,,"197443172",,,"18746"
,,,"197492554",residential,,"0","2","158.957",,Middleton Avenue,False,"19059682",,,"197443503",,,"18842"
,,,"197492554",residential,,"0","2","158.957",,Middleton Avenue,False,"19059682",,,"197443503",,,"18841"
,,,"197443511",residential,,"0",,"280.813",,Wood Avenue,False,"19053940",,,"197443503",,,"18844"
,,,"197443511",residential,,"0",,"280.813",,Wood Avenue,False,"19053940",,,"197443503",,,"18843"
,,,"197524352",residential,,"0","2","113.77199999999999",,Middleton Avenue,False,"19059682",,,"197443503",,,"18846"
,,,"197443511",residential,,"0",,"280.813",,Wood Avenue,False,"19053940",,,"197443503",,,"18845"
,,,"197517265",residential,,"0","2","97.586",,University Court,False,"19059272",,,"197444948",,,"19363"
,,,"197444950",residential,,"0","2","69.428",,Straight Street,False,"19054012",,,"197444948",,,"19362"
,,,"197459521",residential,,"0",,"131.729",,Vestry Avenue,False,"19054913",,,"197444950",,,"19365"
,,,"197444955",residential,,"0","2","67.363",,Straight Street,False,"19054012",,,"197444950",,,"19364"
yes,,,"197466170",residential,,"0",,"181.44099999999997",20 mph,Ravine Street,False,"239199496",,,"197444955",,,"19367"
,,,"197444956",residential,,"0","2","61.256",,Straight Street,False,"19054012",,,"197444955",,,"19366"
,,,"197506734",residential,,"0",,"192.699",,Coy Street,False,"19058157",,,"197444956",,,"19369"
yes,,,"197466170",residential,,"0",,"181.44099999999997",20 mph,Ravine Street,False,"239199496",,,"197444955",,,"19368"
,,,"5283483346",secondary,,"0","['4', '5']","125.87",35 mph,Clifton Avenue,False,"[546760757, 79630111]",,,"197444941",,,"19355"
permissive,,,"197444941",unclassified,,"0","1","19.583",,McMicken Circle,True,"19057997",,,"413336331",,,"19354"
,,,"197444943",residential,,"0","['2', '3']","146.744",,Straight Street,False,"[546760758, 239199495]",,,"197444941",,,"19357"
,,,"197444943",residential,,"0","['2', '3']","146.744",,Straight Street,False,"[546760758, 239199495]",,,"197444941",,,"19356"
